1.1.2018,,
National ID,BIC Code,Financial Institution Name
290,NDEAFIHH,NORDEA BANK FINLAND PLC
291,NDEAFIHH,NORDEA BANK FINLAND PLC
292,NDEAFIHH,NORDEA BANK FINLAND PLC
293,NDEAFIHH,NORDEA BANK FINLAND PLC
294,NDEAFIHH,NORDEA BANK FINLAND PLC
295,NDEAFIHH,NORDEA BANK FINLAND PLC
296,NDEAFIHH,NORDEA BANK FINLAND PLC
297,NDEAFIHH,NORDEA BANK FINLAND PLC
298,NDEAFIHH,NORDEA BANK FINLAND PLC
299,NDEAFIHH,NORDEA BANK FINLAND PLC
310,HANDFIHH ,SVENSKA HANDELSBANKEN
311,HANDFIHH ,SVENSKA HANDELSBANKEN
312,HANDFIHH ,SVENSKA HANDELSBANKEN
313,HANDFIHH ,SVENSKA HANDELSBANKEN
314,HANDFIHH ,SVENSKA HANDELSBANKEN
315,HANDFIHH ,SVENSKA HANDELSBANKEN
316,HANDFIHH ,SVENSKA HANDELSBANKEN
317,HANDFIHH ,SVENSKA HANDELSBANKEN
318,HANDFIHH ,SVENSKA HANDELSBANKEN
319,HANDFIHH ,SVENSKA HANDELSBANKEN
330,ESSEFIHX ,SKANDINAVISKA ENSKILDA BANKEN
331,ESSEFIHX ,SKANDINAVISKA ENSKILDA BANKEN
332,ESSEFIHX ,SKANDINAVISKA ENSKILDA BANKEN
333,ESSEFIHX ,SKANDINAVISKA ENSKILDA BANKEN
334,ESSEFIHX ,SKANDINAVISKA ENSKILDA BANKEN
335,ESSEFIHX ,SKANDINAVISKA ENSKILDA BANKEN
336,ESSEFIHX ,SKANDINAVISKA ENSKILDA BANKEN
337,ESSEFIHX ,SKANDINAVISKA ENSKILDA BANKEN
338,ESSEFIHX ,SKANDINAVISKA ENSKILDA BANKEN
339,ESSEFIHX ,SKANDINAVISKA ENSKILDA BANKEN
340,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH"
341,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH"
342,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH"
343,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH"
344,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH"
345,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH"
346,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH"
347,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH"
348,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH"
349,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH"
360,SBANFIHH,S-BANK LTD
361,SBANFIHH,S-BANK LTD
362,SBANFIHH,S-BANK LTD
363,SBANFIHH,S-BANK LTD
364,SBANFIHH,S-BANK LTD
365,SBANFIHH,S-BANK LTD
366,SBANFIHH,S-BANK LTD
367,SBANFIHH,S-BANK LTD
368,SBANFIHH,S-BANK LTD
369,SBANFIHH,S-BANK LTD
370,DNBAFIHX ,"DNB NOR BANK ASA, FILIAL FINLAND"
371,DNBAFIHX ,"DNB NOR BANK ASA, FILIAL FINLAND"
372,DNBAFIHX ,"DNB NOR BANK ASA, FILIAL FINLAND"
373,DNBAFIHX ,"DNB NOR BANK ASA, FILIAL FINLAND"
374,DNBAFIHX ,"DNB NOR BANK ASA, FILIAL FINLAND"
375,DNBAFIHX ,"DNB NOR BANK ASA, FILIAL FINLAND"
376,DNBAFIHX ,"DNB NOR BANK ASA, FILIAL FINLAND"
377,DNBAFIHX ,"DNB NOR BANK ASA, FILIAL FINLAND"
378,DNBAFIHX ,"DNB NOR BANK ASA, FILIAL FINLAND"
379,DNBAFIHX ,"DNB NOR BANK ASA, FILIAL FINLAND"
380,SWEDFIHH,SWEDBANK (FORENINGSSPARBANKEN AB) FILIAL SWEDBANK
381,SWEDFIHH,SWEDBANK (FORENINGSSPARBANKEN AB) FILIAL SWEDBANK
382,SWEDFIHH,SWEDBANK (FORENINGSSPARBANKEN AB) FILIAL SWEDBANK
383,SWEDFIHH,SWEDBANK (FORENINGSSPARBANKEN AB) FILIAL SWEDBANK
384,SWEDFIHH,SWEDBANK (FORENINGSSPARBANKEN AB) FILIAL SWEDBANK
385,SWEDFIHH,SWEDBANK (FORENINGSSPARBANKEN AB) FILIAL SWEDBANK
386,SWEDFIHH,SWEDBANK (FORENINGSSPARBANKEN AB) FILIAL SWEDBANK
387,SWEDFIHH,SWEDBANK (FORENINGSSPARBANKEN AB) FILIAL SWEDBANK
388,SWEDFIHH,SWEDBANK (FORENINGSSPARBANKEN AB) FILIAL SWEDBANK
389,SWEDFIHH,SWEDBANK (FORENINGSSPARBANKEN AB) FILIAL SWEDBANK
390,SBANFIHH,S-BANK LTD
391,SBANFIHH,S-BANK LTD
392,SBANFIHH,S-BANK LTD
393,SBANFIHH,S-BANK LTD
394,SBANFIHH,S-BANK LTD
395,SBANFIHH,S-BANK LTD
396,SBANFIHH,S-BANK LTD
397,SBANFIHH,S-BANK LTD
398,SBANFIHH,S-BANK LTD
399,SBANFIHH,S-BANK LTD
400,ITELFIHH,SAVINGS BANK FINLAND
402,ITELFIHH,SAVINGS BANK FINLAND
403,ITELFIHH,SAVINGS BANK FINLAND
405,HELSFIHH ,AKTIA BANK P.L.C.
406,ITELFIHH,SAVINGS BANK FINLAND
407,ITELFIHH,SAVINGS BANK FINLAND
408,ITELFIHH,SAVINGS BANK FINLAND
410,ITELFIHH,SAVINGS BANK FINLAND
411,ITELFIHH,SAVINGS BANK FINLAND
412,ITELFIHH,SAVINGS BANK FINLAND
414,ITELFIHH,SAVINGS BANK FINLAND
415,ITELFIHH,SAVINGS BANK FINLAND
416,ITELFIHH,SAVINGS BANK FINLAND
417,ITELFIHH,SAVINGS BANK FINLAND
418,ITELFIHH,SAVINGS BANK FINLAND
419,ITELFIHH,SAVINGS BANK FINLAND
420,ITELFIHH,SAVINGS BANK FINLAND
421,ITELFIHH,SAVINGS BANK FINLAND
423,ITELFIHH,SAVINGS BANK FINLAND
424,ITELFIHH,SAVINGS BANK FINLAND
425,ITELFIHH,SAVINGS BANK FINLAND
426,ITELFIHH,SAVINGS BANK FINLAND
427,ITELFIHH,SAVINGS BANK FINLAND
428,ITELFIHH,SAVINGS BANK FINLAND
429,ITELFIHH,SAVINGS BANK FINLAND
430,ITELFIHH,SAVINGS BANK FINLAND
431,ITELFIHH,SAVINGS BANK FINLAND
432,ITELFIHH,SAVINGS BANK FINLAND
435,ITELFIHH,SAVINGS BANK FINLAND
436,ITELFIHH,SAVINGS BANK FINLAND
437,ITELFIHH,SAVINGS BANK FINLAND
438,ITELFIHH,SAVINGS BANK FINLAND
439,ITELFIHH,SAVINGS BANK FINLAND
440,ITELFIHH,SAVINGS BANK FINLAND
441,ITELFIHH,SAVINGS BANK FINLAND
442,ITELFIHH,SAVINGS BANK FINLAND
443,ITELFIHH,SAVINGS BANK FINLAND
444,ITELFIHH,SAVINGS BANK FINLAND
445,ITELFIHH,SAVINGS BANK FINLAND
446,ITELFIHH,SAVINGS BANK FINLAND
447,ITELFIHH,SAVINGS BANK FINLAND
448,ITELFIHH,SAVINGS BANK FINLAND
449,ITELFIHH,SAVINGS BANK FINLAND
450,ITELFIHH,SAVINGS BANK FINLAND
451,ITELFIHH,SAVINGS BANK FINLAND
452,ITELFIHH,SAVINGS BANK FINLAND
454,ITELFIHH,SAVINGS BANK FINLAND
455,ITELFIHH,SAVINGS BANK FINLAND
456,ITELFIHH,SAVINGS BANK FINLAND
457,ITELFIHH,SAVINGS BANK FINLAND
458,ITELFIHH,SAVINGS BANK FINLAND
459,ITELFIHH,SAVINGS BANK FINLAND
460,ITELFIHH,SAVINGS BANK FINLAND
461,ITELFIHH,SAVINGS BANK FINLAND
462,ITELFIHH,SAVINGS BANK FINLAND
463,ITELFIHH,SAVINGS BANK FINLAND
464,ITELFIHH,SAVINGS BANK FINLAND
470,POPFFI22,POP BANK
471,POPFFI22,POP BANK
472,POPFFI22,POP BANK
473,POPFFI22,POP BANK
474,POPFFI22,POP BANK
475,POPFFI22,POP BANK
476,POPFFI22,POP BANK
477,POPFFI22,POP BANK
478,POPFFI22,POP BANK
479,POPFFI22,BONUM BANK LTD
483,ITELFIHH,SAVINGS BANK FINLAND
484,ITELFIHH,SAVINGS BANK FINLAND
485,ITELFIHH,SAVINGS BANK FINLAND
486,ITELFIHH,SAVINGS BANK FINLAND
487,ITELFIHH,SAVINGS BANK FINLAND
488,ITELFIHH,SAVINGS BANK FINLAND
489,ITELFIHH,SAVINGS BANK FINLAND
490,ITELFIHH,SAVINGS BANK FINLAND
491,ITELFIHH,SAVINGS BANK FINLAND
492,ITELFIHH,SAVINGS BANK FINLAND
493,ITELFIHH,SAVINGS BANK FINLAND
495,ITELFIHH,SAVINGS BANK FINLAND
496,ITELFIHH,SAVINGS BANK FINLAND
497,HELSFIHH ,AKTIA BANK P.L.C.
500,OKOYFIHH ,OP CORPORATE BANK PLC
501,OKOYFIHH ,OP CORPORATE BANK PLC
502,OKOYFIHH ,OP CORPORATE BANK PLC
503,OKOYFIHH ,OP CORPORATE BANK PLC
504,OKOYFIHH ,OP CORPORATE BANK PLC
505,OKOYFIHH ,OP CORPORATE BANK PLC
506,OKOYFIHH ,OP CORPORATE BANK PLC
507,OKOYFIHH ,OP CORPORATE BANK PLC
508,OKOYFIHH ,OP CORPORATE BANK PLC
509,OKOYFIHH ,OP CORPORATE BANK PLC
510,OKOYFIHH ,OP CORPORATE BANK PLC
511,OKOYFIHH ,OP CORPORATE BANK PLC
512,OKOYFIHH ,OP CORPORATE BANK PLC
513,OKOYFIHH ,OP CORPORATE BANK PLC
514,OKOYFIHH ,OP CORPORATE BANK PLC
515,OKOYFIHH ,OP CORPORATE BANK PLC
516,OKOYFIHH ,OP CORPORATE BANK PLC
517,OKOYFIHH ,OP CORPORATE BANK PLC
518,OKOYFIHH ,OP CORPORATE BANK PLC
519,OKOYFIHH ,OP CORPORATE BANK PLC
520,OKOYFIHH ,OP CORPORATE BANK PLC
521,OKOYFIHH ,OP CORPORATE BANK PLC
522,OKOYFIHH ,OP CORPORATE BANK PLC
523,OKOYFIHH ,OP CORPORATE BANK PLC
524,OKOYFIHH ,OP CORPORATE BANK PLC
525,OKOYFIHH ,OP CORPORATE BANK PLC
526,OKOYFIHH ,OP CORPORATE BANK PLC
527,OKOYFIHH ,OP CORPORATE BANK PLC
528,OKOYFIHH ,OP CORPORATE BANK PLC
529,OKOYFIHH ,OP CORPORATE BANK PLC
530,OKOYFIHH ,OP CORPORATE BANK PLC
531,OKOYFIHH ,OP CORPORATE BANK PLC
532,OKOYFIHH ,OP CORPORATE BANK PLC
533,OKOYFIHH ,OP CORPORATE BANK PLC
534,OKOYFIHH ,OP CORPORATE BANK PLC
535,OKOYFIHH ,OP CORPORATE BANK PLC
536,OKOYFIHH ,OP CORPORATE BANK PLC
537,OKOYFIHH ,OP CORPORATE BANK PLC
538,OKOYFIHH ,OP CORPORATE BANK PLC
539,OKOYFIHH ,OP CORPORATE BANK PLC
540,OKOYFIHH ,OP CORPORATE BANK PLC
541,OKOYFIHH ,OP CORPORATE BANK PLC
542,OKOYFIHH ,OP CORPORATE BANK PLC
543,OKOYFIHH ,OP CORPORATE BANK PLC
544,OKOYFIHH ,OP CORPORATE BANK PLC
545,OKOYFIHH ,OP CORPORATE BANK PLC
546,OKOYFIHH ,OP CORPORATE BANK PLC
547,OKOYFIHH ,OP CORPORATE BANK PLC
548,OKOYFIHH ,OP CORPORATE BANK PLC
549,OKOYFIHH ,OP CORPORATE BANK PLC
550,OKOYFIHH ,OP CORPORATE BANK PLC
551,OKOYFIHH ,OP CORPORATE BANK PLC
552,OKOYFIHH ,OP CORPORATE BANK PLC
553,OKOYFIHH ,OP CORPORATE BANK PLC
554,OKOYFIHH ,OP CORPORATE BANK PLC
555,OKOYFIHH ,OP CORPORATE BANK PLC
556,OKOYFIHH ,OP CORPORATE BANK PLC
557,OKOYFIHH ,OP CORPORATE BANK PLC
558,OKOYFIHH ,OP CORPORATE BANK PLC
559,OKOYFIHH ,OP CORPORATE BANK PLC
560,OKOYFIHH ,OP CORPORATE BANK PLC
561,OKOYFIHH ,OP CORPORATE BANK PLC
562,OKOYFIHH ,OP CORPORATE BANK PLC
563,OKOYFIHH ,OP CORPORATE BANK PLC
564,OKOYFIHH ,OP CORPORATE BANK PLC
565,OKOYFIHH ,OP CORPORATE BANK PLC
566,OKOYFIHH ,OP CORPORATE BANK PLC
567,OKOYFIHH ,OP CORPORATE BANK PLC
568,OKOYFIHH ,OP CORPORATE BANK PLC
569,OKOYFIHH ,OP CORPORATE BANK PLC
570,OKOYFIHH ,OP CORPORATE BANK PLC
571,OKOYFIHH ,OP CORPORATE BANK PLC
572,OKOYFIHH ,OP CORPORATE BANK PLC
573,OKOYFIHH ,OP CORPORATE BANK PLC
574,OKOYFIHH ,OP CORPORATE BANK PLC
575,OKOYFIHH ,OP CORPORATE BANK PLC
576,OKOYFIHH ,OP CORPORATE BANK PLC
577,OKOYFIHH ,OP CORPORATE BANK PLC
578,OKOYFIHH ,OP CORPORATE BANK PLC
579,OKOYFIHH ,OP CORPORATE BANK PLC
580,OKOYFIHH ,OP CORPORATE BANK PLC
581,OKOYFIHH ,OP CORPORATE BANK PLC
582,OKOYFIHH ,OP CORPORATE BANK PLC
583,OKOYFIHH ,OP CORPORATE BANK PLC
584,OKOYFIHH ,OP CORPORATE BANK PLC
585,OKOYFIHH ,OP CORPORATE BANK PLC
586,OKOYFIHH ,OP CORPORATE BANK PLC
587,OKOYFIHH ,OP CORPORATE BANK PLC
588,OKOYFIHH ,OP CORPORATE BANK PLC
589,OKOYFIHH ,OP CORPORATE BANK PLC
590,OKOYFIHH ,OP CORPORATE BANK PLC
591,OKOYFIHH ,OP CORPORATE BANK PLC
592,OKOYFIHH ,OP CORPORATE BANK PLC
593,OKOYFIHH ,OP CORPORATE BANK PLC
594,OKOYFIHH ,OP CORPORATE BANK PLC
595,OKOYFIHH ,OP CORPORATE BANK PLC
596,OKOYFIHH ,OP CORPORATE BANK PLC
597,OKOYFIHH ,OP CORPORATE BANK PLC
598,OKOYFIHH ,OP CORPORATE BANK PLC
599,OKOYFIHH ,OP CORPORATE BANK PLC
600,AABAFI22 ,BANK OF ALAND PLC
601,AABAFI22 ,BANK OF ALAND PLC
602,AABAFI22 ,BANK OF ALAND PLC
603,AABAFI22 ,BANK OF ALAND PLC
604,AABAFI22 ,BANK OF ALAND PLC
605,AABAFI22 ,BANK OF ALAND PLC
606,AABAFI22 ,BANK OF ALAND PLC
607,AABAFI22 ,BANK OF ALAND PLC
608,AABAFI22 ,BANK OF ALAND PLC
609,AABAFI22 ,BANK OF ALAND PLC
610,AABAFI22 ,BANK OF ALAND PLC
611,AABAFI22 ,BANK OF ALAND PLC
612,AABAFI22 ,BANK OF ALAND PLC
613,AABAFI22 ,BANK OF ALAND PLC
614,AABAFI22 ,BANK OF ALAND PLC
615,AABAFI22 ,BANK OF ALAND PLC
616,AABAFI22 ,BANK OF ALAND PLC
617,AABAFI22 ,BANK OF ALAND PLC
618,AABAFI22 ,BANK OF ALAND PLC
619,AABAFI22 ,BANK OF ALAND PLC
620,AABAFI22 ,BANK OF ALAND PLC
621,AABAFI22 ,BANK OF ALAND PLC
622,AABAFI22 ,BANK OF ALAND PLC
623,AABAFI22 ,BANK OF ALAND PLC
624,AABAFI22 ,BANK OF ALAND PLC
625,AABAFI22 ,BANK OF ALAND PLC
626,AABAFI22 ,BANK OF ALAND PLC
627,AABAFI22 ,BANK OF ALAND PLC
628,AABAFI22 ,BANK OF ALAND PLC
629,AABAFI22 ,BANK OF ALAND PLC
630,AABAFI22 ,BANK OF ALAND PLC
631,AABAFI22 ,BANK OF ALAND PLC
632,AABAFI22 ,BANK OF ALAND PLC
633,AABAFI22 ,BANK OF ALAND PLC
634,AABAFI22 ,BANK OF ALAND PLC
635,AABAFI22 ,BANK OF ALAND PLC
636,AABAFI22 ,BANK OF ALAND PLC
637,AABAFI22 ,BANK OF ALAND PLC
638,AABAFI22 ,BANK OF ALAND PLC
639,AABAFI22 ,BANK OF ALAND PLC
640,AABAFI22 ,BANK OF ALAND PLC
641,AABAFI22 ,BANK OF ALAND PLC
642,AABAFI22 ,BANK OF ALAND PLC
643,AABAFI22 ,BANK OF ALAND PLC
644,AABAFI22 ,BANK OF ALAND PLC
645,AABAFI22 ,BANK OF ALAND PLC
646,AABAFI22 ,BANK OF ALAND PLC
647,AABAFI22 ,BANK OF ALAND PLC
648,AABAFI22 ,BANK OF ALAND PLC
649,AABAFI22 ,BANK OF ALAND PLC
650,AABAFI22 ,BANK OF ALAND PLC
651,AABAFI22 ,BANK OF ALAND PLC
652,AABAFI22 ,BANK OF ALAND PLC
653,AABAFI22 ,BANK OF ALAND PLC
654,AABAFI22 ,BANK OF ALAND PLC
655,AABAFI22 ,BANK OF ALAND PLC
656,AABAFI22 ,BANK OF ALAND PLC
657,AABAFI22 ,BANK OF ALAND PLC
658,AABAFI22 ,BANK OF ALAND PLC
659,AABAFI22 ,BANK OF ALAND PLC
660,AABAFI22 ,BANK OF ALAND PLC
